comp,compID_num,comp_name_simple,comp_name_full,specie.A,specie.B1,specie.B2,specie.X,element.A,element.B1,element.B2,element.X,r_ionic.A,r_ionic.B1,r_ionic.B2,r_ionic.X,oct_factor,oct_mismatch,gen_t_factor,geom_stable,broken_condition,tau_factor,block.B1,row.B1,inputcharge.B1,block.B2,row.B2,inputcharge.B2,used_lobbasis,used_lobbasis_func,block_pairing
2271_CsKInF,2271,CsKInF,Cs2KInF6,Cs+,K+,In3+,F-,Cs,K,In,F,188.0,138.0,80.0,133.0,0.8195488721804511,0.2180451127819548,0.934589900123532,True,,3.3843540461183674,s,4,1,p,5.0,3,basisset0,"{'K': ' 3p 3s 4s', 'In': ' 4d 5p 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",p-s
2272_CsIrTlF,2272,CsIrTlF,Cs2IrTlF6,Cs+,Ir3+,Tl+,F-,Cs,Ir,Tl,F,188.0,68.0,150.0,133.0,0.8195488721804511,0.3082706766917293,0.931280184266504,True,,3.3843540461183674,d,6,3,p,6.0,1,basisset0,"{'Ir': ' 5d 6s', 'Tl': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-p
2273_CsAgBiF,2273,CsAgBiF,Cs2AgBiF6,Cs+,Ag+,Bi3+,F-,Cs,Ag,Bi,F,188.0,115.0,103.0,133.0,0.8195488721804511,0.0451127819548871,0.9377950527472888,True,,3.3843540461183674,d,5,1,p,6.0,3,basisset0,"{'Ag': ' 4d 5s', 'Bi': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-p
2274_CsRuTlF,2274,CsRuTlF,Cs2RuTlF6,Cs+,Ru3+,Tl+,F-,Cs,Ru,Tl,F,188.0,68.0,150.0,133.0,0.8195488721804511,0.3082706766917293,0.931280184266504,True,,3.3843540461183674,d,5,3,p,6.0,1,basisset0,"{'Ru': ' 4d 4p 5s', 'Tl': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-p
2275_CsCaSrF,2275,CsCaSrF,Cs2CaSrF6,Cs+,Ca2+,Sr2+,F-,Cs,Ca,Sr,F,188.0,100.0,118.0,133.0,0.8195488721804511,0.0676691729323308,0.93761501184308,True,,3.3843540461183674,s,4,2,s,5.0,2,basisset0,"{'Ca': ' 3p 3s 4s', 'Sr': ' 4p 4s 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",s-s
2276_CsBePbF,2276,CsBePbF,Cs2BePbF6,Cs+,Be2+,Pb2+,F-,Cs,Be,Pb,F,188.0,45.0,119.0,133.0,0.6165413533834586,0.2781954887218045,1.0479960183122656,False,SL,3.3851429265948942,s,2,2,p,6.0,2,basisset0,"{'Be': ' 2s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",p-s
2277_CsLiTmF,2277,CsLiTmF,Cs2LiTmF6,Cs+,Li+,Tm3+,F-,Cs,Li,Tm,F,188.0,76.0,88.0,133.0,0.6165413533834586,0.0451127819548872,1.0555213788165383,False,SL,3.3851429265948942,s,2,1,f,6.0,3,basisset0,"{'Li': ' 1s 2s', 'Tm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",f-s
2278_CsNiCdF,2278,CsNiCdF,Cs2NiCdF6,Cs+,Ni2+,Cd2+,F-,Cs,Ni,Cd,F,188.0,69.0,95.0,133.0,0.6165413533834586,0.0977443609022556,1.054763247238543,False,SL,3.3851429265948942,d,4,2,d,5.0,2,basisset0,"{'Ni': ' 3d 4s', 'Cd': ' 4d 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-d
2279_CsNaGaF,2279,CsNaGaF,Cs2NaGaF6,Cs+,Na+,Ga3+,F-,Cs,Na,Ga,F,188.0,102.0,62.0,133.0,0.6165413533834586,0.150375939849624,1.0534503660197785,False,SL,3.3851429265948942,s,3,1,p,4.0,3,basisset0,"{'Na': ' 2p 3s', 'Ga': ' 3d 4p 4s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",p-s
2280_CsBAuF,2280,CsBAuF,Cs2BAuF6,Cs+,B3+,Au+,F-,Cs,B,Au,F,188.0,27.0,137.0,133.0,0.6165413533834586,0.4135338345864661,1.038867593047227,False,SL,3.3851429265948942,p,2,3,d,6.0,1,basisset0,"{'B': ' 2p 2s', 'Au': ' 5d 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-p
2281_CsAgLaF,2281,CsAgLaF,Cs2AgLaF6,Cs+,Ag+,La3+,F-,Cs,Ag,La,F,188.0,115.0,103.2,133.0,0.8203007518796992,0.044360902255639,0.9374125697348076,True,,3.3856625499748416,d,5,1,f,6.0,3,basisset0,"{'Ag': ' 4d 5s', 'La': ' 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-f
2282_CsCuYbF,2282,CsCuYbF,Cs2CuYbF6,Cs+,Cu+,Yb3+,F-,Cs,Cu,Yb,F,188.0,77.0,86.8,133.0,0.6157894736842106,0.0368421052631578,1.0560808778646495,False,SL,3.386434434488657,d,4,1,f,6.0,3,basisset0,"{'Cu': ' 3d 4s', 'Yb': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-f
2283_CsCoAgF,2283,CsCoAgF,Cs2CoAgF6,Cs+,Co2+,Ag2+,F-,Cs,Co,Ag,F,188.0,69.75,94.0,133.0,0.6156015037593985,0.0911654135338345,1.05550113956567,False,SL,3.3867588951104715,d,4,2,d,5.0,2,basisset0,"{'Co': ' 3d 4s', 'Ag': ' 4d 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-d
2284_CsRbRhF,2284,CsRbRhF,Cs2RbRhF6,Cs+,Rb+,Rh3+,F-,Cs,Rb,Rh,F,188.0,152.0,66.5,133.0,0.8214285714285714,0.3214285714285714,0.9297605552125324,True,,3.3876453193888265,s,5,1,d,5.0,3,basisset0,"{'Rb': ' 4p 4s', 'Rh': ' 4d 4p 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2285_CsNaCrF,2285,CsNaCrF,Cs2NaCrF6,Cs+,Na+,Cr3+,F-,Cs,Na,Cr,F,188.0,102.0,61.5,133.0,0.6146616541353384,0.1522556390977443,1.054614164671654,False,SL,3.3883907127469914,s,3,1,d,4.0,3,basisset0,"{'Na': ' 2p 3s', 'Cr': ' 3d 3p 4s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2286_CsFeAgF,2286,CsFeAgF,Cs2FeAgF6,Cs+,Fe2+,Ag2+,F-,Cs,Fe,Ag,F,188.0,69.5,94.0,133.0,0.6146616541353384,0.0921052631578947,1.0560971244453314,False,SL,3.3883907127469914,d,4,2,d,5.0,2,basisset0,"{'Fe': ' 3d 4s', 'Ag': ' 4d 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-d
2287_CsNaMnF,2287,CsNaMnF,Cs2NaMnF6,Cs+,Na+,Mn3+,F-,Cs,Na,Mn,F,188.0,102.0,61.25,133.0,0.6137218045112782,0.1531954887218045,1.05519671056233,False,SL,3.390038411304784,s,3,1,d,4.0,3,basisset0,"{'Na': ' 2p 3s', 'Mn': ' 3d 3p 4s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2288_CsEuYbF,2288,CsEuYbF,Cs2EuYbF6,Cs+,Eu2+,Yb2+,F-,Cs,Eu,Yb,F,188.0,117.0,102.0,133.0,0.8233082706766918,0.056390977443609,0.9357815157402076,True,,3.391003481471805,f,6,2,f,6.0,2,basisset0,"{'Eu': ' 4f 5p 5s 6s', 'Yb': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",f-f
2291_CsHgPuF,2291,CsHgPuF,Cs2HgPuF6,Cs+,Hg+,Pu3+,F-,Cs,Hg,Pu,F,188.0,119.0,100.0,133.0,0.8233082706766918,0.0714285714285714,0.9356463495290244,True,,3.391003481471805,d,6,1,f,7.0,3,basisset0,"{'Hg': ' 5d 6s', 'Pu': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-f
2290_CsCaPbF,2290,CsCaPbF,Cs2CaPbF6,Cs+,Ca2+,Pb2+,F-,Cs,Ca,Pb,F,188.0,100.0,119.0,133.0,0.8233082706766918,0.0714285714285714,0.9356463495290244,True,,3.391003481471805,s,4,2,p,6.0,2,basisset0,"{'Ca': ' 3p 3s 4s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",p-s
2292_CsMoTlF,2292,CsMoTlF,Cs2MoTlF6,Cs+,Mo3+,Tl+,F-,Cs,Mo,Tl,F,188.0,69.0,150.0,133.0,0.8233082706766918,0.3045112781954887,0.9295458815404856,True,,3.391003481471805,d,5,3,p,6.0,1,basisset0,"{'Mo': ' 4d 4p 4s 5s', 'Tl': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-p
2293_CsTiRbF,2293,CsTiRbF,Cs2TiRbF6,Cs+,Ti3+,Rb+,F-,Cs,Ti,Rb,F,188.0,67.0,152.0,133.0,0.8233082706766918,0.3195488721804511,0.9288995915857824,True,,3.391003481471805,d,4,3,s,5.0,1,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Rb': ' 4p 4s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2294_CsCuLuF,2294,CsCuLuF,Cs2CuLuF6,Cs+,Cu+,Lu3+,F-,Cs,Cu,Lu,F,188.0,77.0,86.1,133.0,0.6131578947368421,0.0342105263157894,1.0578222333967235,False,SL,3.3910346666521014,d,4,1,d,6.0,3,basisset0,"{'Cu': ' 3d 4s', 'Lu': ' 4f 5d 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-d
2295_CsPHgF,2295,CsPHgF,Cs2PHgF6,Cs+,P3+,Hg+,F-,Cs,P,Hg,F,188.0,44.0,119.0,133.0,0.6127819548872181,0.2819548872180451,1.0501937072391712,False,SL,3.391702022962244,p,3,3,d,6.0,1,basisset0,"{'P': ' 3p 3s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-p
2296_CsNiAgF,2296,CsNiAgF,Cs2NiAgF6,Cs+,Ni2+,Ag2+,F-,Cs,Ni,Ag,F,188.0,69.0,94.0,133.0,0.6127819548872181,0.093984962406015,1.057290516167293,False,SL,3.391702022962244,d,4,2,d,5.0,2,basisset0,"{'Ni': ' 3d 4s', 'Ag': ' 4d 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-d
2297_CsPdPaF,2297,CsPdPaF,Cs2PdPaF6,Cs+,Pd+,Pa3+,F-,Cs,Pd,Pa,F,188.0,59.0,104.0,133.0,0.6127819548872181,0.169172932330827,1.055288920456943,False,SL,3.391702022962244,d,5,1,f,7.0,3,basisset0,"{'Pd': ' 4d 5s', 'Pa': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-f
2298_CsBeSrF,2298,CsBeSrF,Cs2BeSrF6,Cs+,Be2+,Sr2+,F-,Cs,Be,Sr,F,188.0,45.0,118.0,133.0,0.6127819548872181,0.2744360902255639,1.0506098649825129,False,SL,3.391702022962244,s,2,2,s,5.0,2,basisset0,"{'Be': ' 2s', 'Sr': ' 4p 4s 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",s-s
2299_CsLiYbF,2299,CsLiYbF,Cs2LiYbF6,Cs+,Li+,Yb3+,F-,Cs,Li,Yb,F,188.0,76.0,86.8,133.0,0.6120300751879699,0.0406015037593984,1.05851347099595,False,SL,3.393044391586301,s,2,1,f,6.0,3,basisset0,"{'Li': ' 1s 2s', 'Yb': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",f-s
2301_CsPdLaF,2301,CsPdLaF,Cs2PdLaF6,Cs+,Pd+,La3+,F-,Cs,Pd,La,F,188.0,59.0,103.2,133.0,0.6097744360902255,0.1661654135338346,1.0573520020790677,False,SL,3.397132897982008,d,5,1,f,6.0,3,basisset0,"{'Pd': ' 4d 5s', 'La': ' 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-f
2302_CsLiLuF,2302,CsLiLuF,Cs2LiLuF6,Cs+,Li+,Lu3+,F-,Cs,Li,Lu,F,188.0,76.0,86.1,133.0,0.6093984962406015,0.03796992481203,1.060264883187822,False,SL,3.3978232924544884,s,2,1,d,6.0,3,basisset0,"{'Li': ' 1s 2s', 'Lu': ' 4f 5d 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2303_CsRbIrF,2303,CsRbIrF,Cs2RbIrF6,Cs+,Rb+,Ir3+,F-,Cs,Rb,Ir,F,188.0,152.0,68.0,133.0,0.8270676691729323,0.3157894736842105,0.9271804641789688,True,,3.397921822607317,s,5,1,d,6.0,3,basisset0,"{'Rb': ' 4p 4s', 'Ir': ' 5d 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2304_CsHgNpF,2304,CsHgNpF,Cs2HgNpF6,Cs+,Hg+,Np3+,F-,Cs,Hg,Np,F,188.0,119.0,101.0,133.0,0.8270676691729323,0.0676691729323308,0.9337591639305084,True,,3.397921822607317,d,6,1,f,7.0,3,basisset0,"{'Hg': ' 5d 6s', 'Np': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-f
2305_CsCeHgF,2305,CsCeHgF,Cs2CeHgF6,Cs+,Ce3+,Hg+,F-,Cs,Ce,Hg,F,188.0,101.0,119.0,133.0,0.8270676691729323,0.0676691729323308,0.9337591639305084,True,,3.397921822607317,f,6,3,d,6.0,1,basisset0,"{'Ce': ' 4f 5d 5p 5s 6s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-f
2306_CsSrYbF,2306,CsSrYbF,Cs2SrYbF6,Cs+,Sr2+,Yb2+,F-,Cs,Sr,Yb,F,188.0,118.0,102.0,133.0,0.8270676691729323,0.0601503759398496,0.9338263316108204,True,,3.397921822607317,s,5,2,f,6.0,2,basisset0,"{'Sr': ' 4p 4s 5s', 'Yb': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",f-s
2307_CsEuTmF,2307,CsEuTmF,Cs2EuTmF6,Cs+,Eu2+,Tm2+,F-,Cs,Eu,Tm,F,188.0,117.0,103.0,133.0,0.8270676691729323,0.0526315789473684,0.9338856092497196,True,,3.397921822607317,f,6,2,f,6.0,2,basisset0,"{'Eu': ' 4f 5p 5s 6s', 'Tm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",f-f
2308_CsMgRaF,2308,CsMgRaF,Cs2MgRaF6,Cs+,Mg2+,Ra2+,F-,Cs,Mg,Ra,F,188.0,72.0,148.0,133.0,0.8270676691729323,0.2857142857142857,0.9284206118154784,True,,3.397921822607317,s,3,2,s,7.0,2,basisset0,"{'Mg': ' 3s', 'Ra': ' 6p 6s 7s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",s-s
2309_CsSrHgF,2309,CsSrHgF,Cs2SrHgF6,Cs+,Sr2+,Hg2+,F-,Cs,Sr,Hg,F,188.0,118.0,102.0,133.0,0.8270676691729323,0.0601503759398496,0.9338263316108204,True,,3.397921822607317,s,5,2,d,6.0,2,basisset0,"{'Sr': ' 4p 4s 5s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2310_CsRbRuF,2310,CsRbRuF,Cs2RbRuF6,Cs+,Rb+,Ru3+,F-,Cs,Rb,Ru,F,188.0,152.0,68.0,133.0,0.8270676691729323,0.3157894736842105,0.9271804641789688,True,,3.397921822607317,s,5,1,d,5.0,3,basisset0,"{'Rb': ' 4p 4s', 'Ru': ' 4d 4p 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2311_CsCuAuF,2311,CsCuAuF,Cs2CuAuF6,Cs+,Cu+,Au3+,F-,Cs,Cu,Au,F,188.0,77.0,85.0,133.0,0.6090225563909775,0.0300751879699248,1.060567541748486,False,SL,3.398516257489134,d,4,1,d,6.0,3,basisset0,"{'Cu': ' 3d 4s', 'Au': ' 5d 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-d
2312_CsBeEuF,2312,CsBeEuF,Cs2BeEuF6,Cs+,Be2+,Eu2+,F-,Cs,Be,Eu,F,188.0,45.0,117.0,133.0,0.6090225563909775,0.2706766917293233,1.053234863431302,False,SL,3.398516257489134,s,2,2,f,6.0,2,basisset0,"{'Be': ' 2s', 'Eu': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",f-s
2314_CsNaFeF,2314,CsNaFeF,Cs2NaFeF6,Cs+,Na+,Fe3+,F-,Cs,Na,Fe,F,188.0,102.0,59.75,133.0,0.6080827067669173,0.1588345864661654,1.058701038355583,False,SL,3.400259930678846,s,3,1,d,4.0,3,basisset0,"{'Na': ' 2p 3s', 'Fe': ' 3d 4s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2315_CsPdUF,2315,CsPdUF,Cs2PdUF6,Cs+,Pd+,U3+,F-,Cs,Pd,U,F,188.0,59.0,102.5,133.0,0.6071428571428571,0.1635338345864661,1.0591626186376566,False,SL,3.4020197180791154,d,5,1,f,7.0,3,basisset0,"{'Pd': ' 4d 5s', 'U': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-f
2316_CsHgPbF,2316,CsHgPbF,Cs2HgPbF6,Cs+,Hg2+,Pb2+,F-,Cs,Hg,Pb,F,188.0,102.0,119.0,133.0,0.8308270676691729,0.0639097744360902,0.9318774615174804,True,,3.4051118414236434,d,6,2,p,6.0,2,basisset0,"{'Hg': ' 5d 6s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-p
2317_CsPdBaF,2317,CsPdBaF,Cs2PdBaF6,Cs+,Pd2+,Ba2+,F-,Cs,Pd,Ba,F,188.0,86.0,135.0,133.0,0.8308270676691729,0.1842105263157894,0.929811016579318,True,,3.4051118414236434,d,5,2,s,6.0,2,basisset0,"{'Pd': ' 4d 5s', 'Ba': ' 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2318_CsRbMoF,2318,CsRbMoF,Cs2RbMoF6,Cs+,Rb+,Mo3+,F-,Cs,Rb,Mo,F,188.0,152.0,69.0,133.0,0.8308270676691729,0.3120300751879699,0.9254650769547468,True,,3.4051118414236434,s,5,1,d,5.0,3,basisset0,"{'Rb': ' 4p 4s', 'Mo': ' 4d 4p 4s 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2319_CsSrTmF,2319,CsSrTmF,Cs2SrTmF6,Cs+,Sr2+,Tm2+,F-,Cs,Sr,Tm,F,188.0,118.0,103.0,133.0,0.8308270676691729,0.056390977443609,0.9319402963222282,True,,3.4051118414236434,s,5,2,f,6.0,2,basisset0,"{'Sr': ' 4p 4s 5s', 'Tm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",f-s
2320_CsYbPbF,2320,CsYbPbF,Cs2YbPbF6,Cs+,Yb2+,Pb2+,F-,Cs,Yb,Pb,F,188.0,102.0,119.0,133.0,0.8308270676691729,0.0639097744360902,0.9318774615174804,True,,3.4051118414236434,f,6,2,p,6.0,2,basisset0,"{'Yb': ' 4f 5p 5s 6s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",f-p
2321_CsGeRaF,2321,CsGeRaF,Cs2GeRaF6,Cs+,Ge2+,Ra2+,F-,Cs,Ge,Ra,F,188.0,73.0,148.0,133.0,0.8308270676691729,0.2819548872180451,0.926682898641036,True,,3.4051118414236434,p,4,2,s,7.0,2,basisset0,"{'Ge': ' 3d 4p 4s', 'Ra': ' 6p 6s 7s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",p-s
2322_CsCuRaF,2322,CsCuRaF,Cs2CuRaF6,Cs+,Cu2+,Ra2+,F-,Cs,Cu,Ra,F,188.0,73.0,148.0,133.0,0.8308270676691729,0.2819548872180451,0.926682898641036,True,,3.4051118414236434,d,4,2,s,7.0,2,basisset0,"{'Cu': ' 3d 4s', 'Ra': ' 6p 6s 7s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2323_CsTiBaF,2323,CsTiBaF,Cs2TiBaF6,Cs+,Ti2+,Ba2+,F-,Cs,Ti,Ba,F,188.0,86.0,135.0,133.0,0.8308270676691729,0.1842105263157894,0.929811016579318,True,,3.4051118414236434,d,4,2,s,6.0,2,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Ba': ' 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2324_CsCaAmF,2324,CsCaAmF,Cs2CaAmF6,Cs+,Ca2+,Am2+,F-,Cs,Ca,Am,F,188.0,100.0,121.0,133.0,0.8308270676691729,0.0789473684210526,0.9317282797793766,True,,3.4051118414236434,s,4,2,f,7.0,2,basisset0,"{'Ca': ' 3p 3s 4s', 'Am': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",f-s
2325_CsLiAuF,2325,CsLiAuF,Cs2LiAuF6,Cs+,Li+,Au3+,F-,Cs,Li,Au,F,188.0,76.0,85.0,133.0,0.6052631578947368,0.0338345864661654,1.0630260971681895,False,SL,3.405587775407976,s,2,1,d,6.0,3,basisset0,"{'Li': ' 1s 2s', 'Au': ' 5d 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2326_CsTiMnF,2326,CsTiMnF,Cs2TiMnF6,Cs+,Ti2+,Mn2+,F-,Cs,Ti,Mn,F,188.0,86.0,75.0,133.0,0.6052631578947368,0.0413533834586466,1.0629678122756705,False,SL,3.405587775407976,d,4,2,d,4.0,2,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Mn': ' 3d 3p 4s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-d
2327_CsHgUF,2327,CsHgUF,Cs2HgUF6,Cs+,Hg+,U3+,F-,Cs,Hg,U,F,188.0,119.0,102.5,133.0,0.8327067669172933,0.0620300751879699,0.9309386641402212,True,,3.4088096276127,d,6,1,f,7.0,3,basisset0,"{'Hg': ' 5d 6s', 'U': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-f
2328_CsHgBiF,2328,CsHgBiF,Cs2HgBiF6,Cs+,Hg+,Bi3+,F-,Cs,Hg,Bi,F,188.0,119.0,103.0,133.0,0.8345864661654135,0.0601503759398496,0.9300012346954448,True,,3.412576425048752,d,6,1,p,6.0,3,basisset0,"{'Hg': ' 5d 6s', 'Bi': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-p
2329_CsCaSmF,2329,CsCaSmF,Cs2CaSmF6,Cs+,Ca2+,Sm2+,F-,Cs,Ca,Sm,F,188.0,100.0,122.0,133.0,0.8345864661654135,0.0827067669172932,0.9297788373673324,True,,3.412576425048752,s,4,2,f,6.0,2,basisset0,"{'Ca': ' 3p 3s 4s', 'Sm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",f-s
2330_CsZnRaF,2330,CsZnRaF,Cs2ZnRaF6,Cs+,Zn2+,Ra2+,F-,Cs,Zn,Ra,F,188.0,74.0,148.0,133.0,0.8345864661654135,0.2781954887218045,0.9249491466317664,True,,3.412576425048752,d,4,2,s,7.0,2,basisset0,"{'Zn': ' 3d 4s', 'Ra': ' 6p 6s 7s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2331_CsTaTlF,2331,CsTaTlF,Cs2TaTlF6,Cs+,Ta3+,Tl+,F-,Cs,Ta,Tl,F,188.0,72.0,150.0,133.0,0.8345864661654135,0.2932330827067669,0.9243660423048567,True,,3.412576425048752,d,6,3,p,6.0,1,basisset0,"{'Ta': ' 5d 5p 6s', 'Tl': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-p
2332_CsTmPbF,2332,CsTmPbF,Cs2TmPbF6,Cs+,Tm2+,Pb2+,F-,Cs,Tm,Pb,F,188.0,103.0,119.0,133.0,0.8345864661654135,0.0601503759398496,0.9300012346954448,True,,3.412576425048752,f,6,2,p,6.0,2,basisset0,"{'Tm': ' 4f 5p 5s 6s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",f-p
2333_CsAuAuF,2333,CsAuAuF,Cs2AuAuF6,Cs+,Au+,Au3+,F-,Cs,Au,Au,F,188.0,137.0,85.0,133.0,0.8345864661654135,0.1954887218045112,0.9276216967199902,True,,3.412576425048752,d,6,1,d,6.0,3,basisset0,"{'Au': ' 5d 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-d
2334_CsNbTlF,2334,CsNbTlF,Cs2NbTlF6,Cs+,Nb3+,Tl+,F-,Cs,Nb,Tl,F,188.0,72.0,150.0,133.0,0.8345864661654135,0.2932330827067669,0.9243660423048567,True,,3.412576425048752,d,5,3,p,6.0,1,basisset0,"{'Nb': ' 4d 4p 4s 5s', 'Tl': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-p
2335_CsNaNiF,2335,CsNaNiF,Cs2NaNiF6,Cs+,Na+,Ni3+,F-,Cs,Na,Ni,F,188.0,102.0,58.0,133.0,0.6015037593984962,0.1654135338345864,1.0628090345883134,False,SL,3.412918821571924,s,3,1,d,4.0,3,basisset0,"{'Na': ' 2p 3s', 'Ni': ' 3d 4s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
2336_CsNaAsF,2336,CsNaAsF,Cs2NaAsF6,Cs+,Na+,As3+,F-,Cs,Na,As,F,188.0,102.0,57.99999999999999,133.0,0.6015037593984962,0.1654135338345864,1.0628090345883134,False,SL,3.412918821571924,s,3,1,p,4.0,3,basisset0,"{'Na': ' 2p 3s', 'As': ' 4p 4s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",p-s
2337_CsTiZnF,2337,CsTiZnF,Cs2TiZnF6,Cs+,Ti2+,Zn2+,F-,Cs,Ti,Zn,F,188.0,86.0,74.0,133.0,0.6015037593984962,0.0451127819548872,1.0654284653569106,False,SL,3.412918821571924,d,4,2,d,4.0,2,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Zn': ' 3d 4s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-d
2339_CsZnPdF,2339,CsZnPdF,Cs2ZnPdF6,Cs+,Zn2+,Pd2+,F-,Cs,Zn,Pd,F,188.0,74.0,86.0,133.0,0.6015037593984962,0.0451127819548872,1.0654284653569106,False,SL,3.412918821571924,d,4,2,d,5.0,2,basisset0,"{'Zn': ' 3d 4s', 'Pd': ' 4d 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-d
2338_CsPdCeF,2338,CsPdCeF,Cs2PdCeF6,Cs+,Pd+,Ce3+,F-,Cs,Pd,Ce,F,188.0,59.0,101.0,133.0,0.6015037593984962,0.1578947368421052,1.0630596153231129,False,SL,3.412918821571924,d,5,1,f,6.0,3,basisset0,"{'Pd': ' 4d 5s', 'Ce': ' 4f 5d 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-f
