,chemsys,nsites,structure_dict
3375_CsTmFrF,Cs-F-Fr-Tm,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 4.942979532351863, 4.942979532351863], [4.942979532351863, 0.0, 4.942979532351863], [4.942979532351863, 4.942979532351863, 0.0]], 'pbc': (True, True, True), 'a': 6.990428693184624, 'b': 6.990428693184624, 'c': 6.990428693184624, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 241.54409907956423}, 'properties': {}, 'sites': [{'species': [{'element': 'Tm', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Tm', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Fr', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Fr', 'xyz': [4.942979532351863, 4.942979532351863, 4.942979532351863]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.4714897661759316, 2.4714897661759316, 2.4714897661759316]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [7.414469298527795, 7.414469298527795, 7.414469298527795]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7855898845753444, 0.2144101154246556, 0.2144101154246556], 'properties': {}, 'label': 'F', 'xyz': [2.1196496241465463, 4.942979532351863, 4.942979532351863]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2144101154246556, 0.7855898845753444, 0.7855898845753444], 'properties': {}, 'label': 'F', 'xyz': [7.766309440557181, 4.942979532351863, 4.942979532351863]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2144101154246556, 0.7855898845753444, 0.2144101154246556], 'properties': {}, 'label': 'F', 'xyz': [4.942979532351863, 2.1196496241465463, 4.942979532351863]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7855898845753444, 0.2144101154246556, 0.7855898845753444], 'properties': {}, 'label': 'F', 'xyz': [4.942979532351863, 7.766309440557181, 4.942979532351863]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2144101154246556, 0.2144101154246556, 0.7855898845753444], 'properties': {}, 'label': 'F', 'xyz': [4.942979532351863, 4.942979532351863, 2.1196496241465463]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7855898845753444, 0.7855898845753444, 0.2144101154246556], 'properties': {}, 'label': 'F', 'xyz': [4.942979532351863, 4.942979532351863, 7.766309440557181]}]}"
3378_CsMnFrBr,Br-Cs-Fr-Mn,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.842755326131476, 5.842755326131476], [5.842755326131476, 0.0, 5.842755326131476], [5.842755326131476, 5.842755326131476, 0.0]], 'pbc': (True, True, True), 'a': 8.26290382384277, 'b': 8.26290382384277, 'c': 8.26290382384277, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 398.91750636474}, 'properties': {}, 'sites': [{'species': [{'element': 'Mn', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Mn', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Fr', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Fr', 'xyz': [5.842755326131476, 5.842755326131476, 5.842755326131476]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.921377663065738, 2.921377663065738, 2.921377663065738]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.764132989197215, 8.764132989197215, 8.764132989197215]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7851914199573642, 0.2148085800426358, 0.2148085800426358], 'properties': {}, 'label': 'Br', 'xyz': [2.5101479502857, 5.842755326131476, 5.842755326131476]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2148085800426358, 0.7851914199573642, 0.7851914199573642], 'properties': {}, 'label': 'Br', 'xyz': [9.175362701977253, 5.842755326131476, 5.842755326131476]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2148085800426358, 0.7851914199573642, 0.2148085800426358], 'properties': {}, 'label': 'Br', 'xyz': [5.842755326131476, 2.5101479502857, 5.842755326131476]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7851914199573642, 0.2148085800426358, 0.7851914199573642], 'properties': {}, 'label': 'Br', 'xyz': [5.842755326131476, 9.175362701977253, 5.842755326131476]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2148085800426358, 0.2148085800426358, 0.7851914199573642], 'properties': {}, 'label': 'Br', 'xyz': [5.842755326131476, 5.842755326131476, 2.5101479502857]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7851914199573642, 0.7851914199573642, 0.2148085800426358], 'properties': {}, 'label': 'Br', 'xyz': [5.842755326131476, 5.842755326131476, 9.175362701977253]}]}"
3380_CsCrFrBr,Br-Cr-Cs-Fr,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.819603915856898, 5.819603915856898], [5.819603915856898, 0.0, 5.819603915856898], [5.819603915856898, 5.819603915856898, 0.0]], 'pbc': (True, True, True), 'a': 8.230162785444397, 'b': 8.230162785444397, 'c': 8.230162785444397, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 394.1942435550449}, 'properties': {}, 'sites': [{'species': [{'element': 'Cr', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Cr', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Fr', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Fr', 'xyz': [5.819603915856898, 5.819603915856898, 5.819603915856898]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.909801957928449, 2.909801957928449, 2.909801957928449]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.729405873785346, 8.729405873785346, 8.729405873785346]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7869919867641215, 0.2130080132358785, 0.2130080132358785], 'properties': {}, 'label': 'Br', 'xyz': [2.4792445358728328, 5.819603915856899, 5.819603915856899]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2130080132358785, 0.7869919867641215, 0.7869919867641215], 'properties': {}, 'label': 'Br', 'xyz': [9.159963295840964, 5.819603915856899, 5.819603915856899]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2130080132358785, 0.7869919867641215, 0.2130080132358785], 'properties': {}, 'label': 'Br', 'xyz': [5.819603915856899, 2.4792445358728328, 5.819603915856899]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7869919867641215, 0.2130080132358785, 0.7869919867641215], 'properties': {}, 'label': 'Br', 'xyz': [5.819603915856899, 9.159963295840964, 5.819603915856899]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2130080132358785, 0.2130080132358785, 0.7869919867641215], 'properties': {}, 'label': 'Br', 'xyz': [5.819603915856899, 5.819603915856899, 2.4792445358728328]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7869919867641215, 0.7869919867641215, 0.2130080132358785], 'properties': {}, 'label': 'Br', 'xyz': [5.819603915856899, 5.819603915856899, 9.159963295840964]}]}"
3386_CsGaFrBr,Br-Cs-Fr-Ga,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.874256583530798, 5.874256583530798], [5.874256583530798, 0.0, 5.874256583530798], [5.874256583530798, 5.874256583530798, 0.0]], 'pbc': (True, True, True), 'a': 8.307453329288697, 'b': 8.307453329288697, 'c': 8.307453329288697, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 405.40465632630804}, 'properties': {}, 'sites': [{'species': [{'element': 'Ga', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Ga', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Fr', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Fr', 'xyz': [5.874256583530798, 5.874256583530798, 5.874256583530798]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.937128291765399, 2.937128291765399, 2.937128291765399]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.811384875296197, 8.811384875296197, 8.811384875296197]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7847802717678007, 0.2152197282321993, 0.2152197282321993], 'properties': {}, 'label': 'Br', 'xyz': [2.5285118109474114, 5.874256583530798, 5.874256583530798]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2152197282321993, 0.7847802717678007, 0.7847802717678007], 'properties': {}, 'label': 'Br', 'xyz': [9.220001356114185, 5.874256583530798, 5.874256583530798]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2152197282321993, 0.7847802717678007, 0.2152197282321993], 'properties': {}, 'label': 'Br', 'xyz': [5.874256583530798, 2.5285118109474114, 5.874256583530798]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7847802717678007, 0.2152197282321993, 0.7847802717678007], 'properties': {}, 'label': 'Br', 'xyz': [5.874256583530798, 9.220001356114185, 5.874256583530798]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2152197282321993, 0.2152197282321993, 0.7847802717678007], 'properties': {}, 'label': 'Br', 'xyz': [5.874256583530798, 5.874256583530798, 2.5285118109474114]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7847802717678007, 0.7847802717678007, 0.2152197282321993], 'properties': {}, 'label': 'Br', 'xyz': [5.874256583530798, 5.874256583530798, 9.220001356114185]}]}"
3387_CsAgRaBr,Ag-Br-Cs-Ra,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.814417637074285, 5.8144176370742855], [5.814417637074285, 0.0, 5.8144176370742855], [5.814417637074285, 5.814417637074285, 0.0]], 'pbc': (True, True, True), 'a': 8.222828279651779, 'b': 8.222828279651779, 'c': 8.222828279651777, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 393.14129567641834}, 'properties': {}, 'sites': [{'species': [{'element': 'Ag', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Ag', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ra', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ra', 'xyz': [5.814417637074285, 5.814417637074285, 5.8144176370742855]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.9072088185371423, 2.9072088185371423, 2.9072088185371427]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.721626455611426, 8.721626455611426, 8.721626455611428]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7691545386784711, 0.2308454613215289, 0.2308454613215289], 'properties': {}, 'label': 'Br', 'xyz': [2.6844638434928942, 5.814417637074285, 5.814417637074285]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2308454613215289, 0.7691545386784711, 0.7691545386784711], 'properties': {}, 'label': 'Br', 'xyz': [8.944371430655675, 5.814417637074285, 5.814417637074285]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2308454613215289, 0.7691545386784711, 0.2308454613215289], 'properties': {}, 'label': 'Br', 'xyz': [5.814417637074285, 2.6844638434928942, 5.814417637074285]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7691545386784711, 0.2308454613215289, 0.7691545386784711], 'properties': {}, 'label': 'Br', 'xyz': [5.814417637074285, 8.944371430655675, 5.814417637074285]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2308454613215289, 0.2308454613215289, 0.7691545386784711], 'properties': {}, 'label': 'Br', 'xyz': [5.814417637074285, 5.814417637074285, 2.6844638434928947]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7691545386784711, 0.7691545386784711, 0.2308454613215289], 'properties': {}, 'label': 'Br', 'xyz': [5.814417637074285, 5.814417637074285, 8.944371430655675]}]}"
3394_CsTlFrF,Cs-F-Fr-Tl,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 4.960897971308147, 4.960897971308148], [4.960897971308148, 0.0, 4.960897971308148], [4.960897971308148, 4.960897971308147, 0.0]], 'pbc': (True, True, True), 'a': 7.015769192573155, 'b': 7.015769192573156, 'c': 7.015769192573155, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 244.18044518410483}, 'properties': {}, 'sites': [{'species': [{'element': 'Tl', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Tl', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Fr', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Fr', 'xyz': [4.960897971308148, 4.960897971308147, 4.960897971308148]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.480448985654074, 2.4804489856540735, 2.480448985654074]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [7.441346956962222, 7.441346956962221, 7.441346956962222]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7810898395055759, 0.2189101604944241, 0.2189101604944241], 'properties': {}, 'label': 'F', 'xyz': [2.171981942191059, 4.960897971308147, 4.960897971308148]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2189101604944241, 0.7810898395055759, 0.7810898395055759], 'properties': {}, 'label': 'F', 'xyz': [7.7498140004252365, 4.960897971308147, 4.960897971308148]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2189101604944241, 0.7810898395055759, 0.2189101604944241], 'properties': {}, 'label': 'F', 'xyz': [4.960897971308148, 2.1719819421910587, 4.960897971308148]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7810898395055759, 0.2189101604944241, 0.7810898395055759], 'properties': {}, 'label': 'F', 'xyz': [4.960897971308148, 7.749814000425235, 4.960897971308148]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2189101604944241, 0.2189101604944241, 0.7810898395055759], 'properties': {}, 'label': 'F', 'xyz': [4.960897971308148, 4.960897971308147, 2.171981942191059]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7810898395055759, 0.7810898395055759, 0.2189101604944241], 'properties': {}, 'label': 'F', 'xyz': [4.960897971308148, 4.960897971308147, 7.7498140004252365]}]}"
3403_CsCdRaBr,Br-Cd-Cs-Ra,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.889388854246422, 5.889388854246422], [5.889388854246422, 0.0, 5.889388854246422], [5.889388854246422, 5.889388854246422, 0.0]], 'pbc': (True, True, True), 'a': 8.328853591764235, 'b': 8.328853591764235, 'c': 8.328853591764235, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 408.54573962141666}, 'properties': {}, 'sites': [{'species': [{'element': 'Cd', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Cd', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ra', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ra', 'xyz': [5.889388854246422, 5.889388854246422, 5.889388854246422]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.944694427123211, 2.944694427123211, 2.944694427123211]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.834083281369633, 8.834083281369633, 8.834083281369633]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.76765168436674, 0.23234831563326, 0.23234831563326], 'properties': {}, 'label': 'Br', 'xyz': [2.7367791607869023, 5.889388854246422, 5.889388854246422]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.23234831563326, 0.76765168436674, 0.76765168436674], 'properties': {}, 'label': 'Br', 'xyz': [9.041998547705942, 5.889388854246422, 5.889388854246422]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.23234831563326, 0.76765168436674, 0.23234831563326], 'properties': {}, 'label': 'Br', 'xyz': [5.889388854246422, 2.7367791607869023, 5.889388854246422]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.76765168436674, 0.23234831563326, 0.76765168436674], 'properties': {}, 'label': 'Br', 'xyz': [5.889388854246422, 9.041998547705942, 5.889388854246422]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.23234831563326, 0.23234831563326, 0.76765168436674], 'properties': {}, 'label': 'Br', 'xyz': [5.889388854246422, 5.889388854246422, 2.7367791607869023]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.76765168436674, 0.76765168436674, 0.23234831563326], 'properties': {}, 'label': 'Br', 'xyz': [5.889388854246422, 5.889388854246422, 9.041998547705942]}]}"
3404_CsSmAmBr,Am-Br-Cs-Sm,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.715896149133982, 5.715896149133982], [5.715896149133982, 0.0, 5.715896149133982], [5.715896149133982, 5.715896149133982, 0.0]], 'pbc': (True, True, True), 'a': 8.083497855221426, 'b': 8.083497855221426, 'c': 8.083497855221426, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 373.493445260156}, 'properties': {}, 'sites': [{'species': [{'element': 'Sm', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Sm', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Am', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Am', 'xyz': [5.715896149133982, 5.715896149133982, 5.715896149133982]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.857948074566991, 2.857948074566991, 2.857948074566991]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.573844223700974, 8.573844223700974, 8.573844223700974]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7519237001161798, 0.2480762998838202, 0.2480762998838202], 'properties': {}, 'label': 'Br', 'xyz': [2.83595673439467, 5.715896149133982, 5.715896149133982]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2480762998838202, 0.7519237001161798, 0.7519237001161798], 'properties': {}, 'label': 'Br', 'xyz': [8.595835563873296, 5.715896149133982, 5.715896149133982]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2480762998838202, 0.7519237001161798, 0.2480762998838202], 'properties': {}, 'label': 'Br', 'xyz': [5.715896149133982, 2.83595673439467, 5.715896149133982]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7519237001161798, 0.2480762998838202, 0.7519237001161798], 'properties': {}, 'label': 'Br', 'xyz': [5.715896149133982, 8.595835563873296, 5.715896149133982]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2480762998838202, 0.2480762998838202, 0.7519237001161798], 'properties': {}, 'label': 'Br', 'xyz': [5.715896149133982, 5.715896149133982, 2.83595673439467]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7519237001161798, 0.7519237001161798, 0.2480762998838202], 'properties': {}, 'label': 'Br', 'xyz': [5.715896149133982, 5.715896149133982, 8.595835563873296]}]}"
3409_CsErFrF,Cs-Er-F-Fr,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 4.956516151536144, 4.956516151536144], [4.956516151536144, 0.0, 4.956516151536144], [4.956516151536144, 4.956516151536144, 0.0]], 'pbc': (True, True, True), 'a': 7.009572363623714, 'b': 7.009572363623714, 'c': 7.009572363623714, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 243.53398364029684}, 'properties': {}, 'sites': [{'species': [{'element': 'Er', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Er', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Fr', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Fr', 'xyz': [4.956516151536144, 4.956516151536144, 4.956516151536144]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.478258075768072, 2.478258075768072, 2.478258075768072]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [7.434774227304216, 7.434774227304216, 7.434774227304216]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.784788342956162, 0.215211657043838, 0.215211657043838], 'properties': {}, 'label': 'F', 'xyz': [2.133400108273281, 4.956516151536144, 4.956516151536144]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.215211657043838, 0.784788342956162, 0.784788342956162], 'properties': {}, 'label': 'F', 'xyz': [7.7796321947990075, 4.956516151536144, 4.956516151536144]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.215211657043838, 0.784788342956162, 0.215211657043838], 'properties': {}, 'label': 'F', 'xyz': [4.956516151536144, 2.133400108273281, 4.956516151536144]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.784788342956162, 0.215211657043838, 0.784788342956162], 'properties': {}, 'label': 'F', 'xyz': [4.956516151536144, 7.7796321947990075, 4.956516151536144]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.215211657043838, 0.215211657043838, 0.784788342956162], 'properties': {}, 'label': 'F', 'xyz': [4.956516151536144, 4.956516151536144, 2.133400108273281]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.784788342956162, 0.784788342956162, 0.215211657043838], 'properties': {}, 'label': 'F', 'xyz': [4.956516151536144, 4.956516151536144, 7.7796321947990075]}]}"
3437_CsBFrI,B-Cs-Fr-I,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 6.076209559553599, 6.076209559553599], [6.076209559553599, 0.0, 6.076209559553599], [6.076209559553599, 6.076209559553599, 0.0]], 'pbc': (True, True, True), 'a': 8.59305796694175, 'b': 8.59305796694175, 'c': 8.59305796694175, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 448.6712343889418}, 'properties': {}, 'sites': [{'species': [{'element': 'B', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'B', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Fr', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Fr', 'xyz': [6.076209559553599, 6.076209559553599, 6.076209559553599]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [3.0381047797767997, 3.0381047797767997, 3.0381047797767997]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [9.114314339330399, 9.114314339330399, 9.114314339330399]}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.7903067632438407, 0.2096932367561593, 0.2096932367561593], 'properties': {}, 'label': 'I', 'xyz': [2.548280099503023, 6.076209559553599, 6.076209559553599]}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.2096932367561593, 0.7903067632438407, 0.7903067632438407], 'properties': {}, 'label': 'I', 'xyz': [9.604139019604176, 6.076209559553599, 6.076209559553599]}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.2096932367561593, 0.7903067632438407, 0.2096932367561593], 'properties': {}, 'label': 'I', 'xyz': [6.076209559553599, 2.548280099503023, 6.076209559553599]}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.7903067632438407, 0.2096932367561593, 0.7903067632438407], 'properties': {}, 'label': 'I', 'xyz': [6.076209559553599, 9.604139019604176, 6.076209559553599]}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.2096932367561593, 0.2096932367561593, 0.7903067632438407], 'properties': {}, 'label': 'I', 'xyz': [6.076209559553599, 6.076209559553599, 2.548280099503023]}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.7903067632438407, 0.7903067632438407, 0.2096932367561593], 'properties': {}, 'label': 'I', 'xyz': [6.076209559553599, 6.076209559553599, 9.604139019604176]}]}"
